state,pollster_id,pollster,fte_grade,sample_size,population,methodology,end_date,nationwide_batch,answer,candidate_party,pct,committee_id
Hawaii,1193,SurveyMonkey,D-,362.0,lv,Online,8/31/2020,False,Trump,REP,37.0,C00580100
Hawaii,1193,SurveyMonkey,D-,362.0,rv,Online,8/31/2020,False,Biden,DEM,59.33,C00703975
Hawaii,1193,SurveyMonkey,D-,362.0,rv,Online,8/31/2020,False,Trump,REP,36.92,C00580100
Georgia,1193,SurveyMonkey,D-,2772.0,lv,Online,8/31/2020,False,Biden,DEM,49.0,C00703975
Georgia,1193,SurveyMonkey,D-,2772.0,lv,Online,8/31/2020,False,Trump,REP,49.0,C00580100
Georgia,1193,SurveyMonkey,D-,2772.0,rv,Online,8/31/2020,False,Biden,DEM,51.83,C00703975
Georgia,1193,SurveyMonkey,D-,2772.0,rv,Online,8/31/2020,False,Trump,REP,45.89,C00580100
Florida,1193,SurveyMonkey,D-,12286.0,lv,Online,8/31/2020,False,Biden,DEM,48.0,C00703975
Florida,1193,SurveyMonkey,D-,12286.0,lv,Online,8/31/2020,False,Trump,REP,50.0,C00580100
Florida,1193,SurveyMonkey,D-,12286.0,rv,Online,8/31/2020,False,Biden,DEM,49.13,C00703975
Florida,1193,SurveyMonkey,D-,12286.0,rv,Online,8/31/2020,False,Trump,REP,48.13,C00580100
Delaware,1193,SurveyMonkey,D-,348.0,lv,Online,8/31/2020,False,Biden,DEM,67.0,C00703975
Delaware,1193,SurveyMonkey,D-,348.0,lv,Online,8/31/2020,False,Trump,REP,32.0,C00580100
Delaware,1193,SurveyMonkey,D-,348.0,rv,Online,8/31/2020,False,Biden,DEM,66.56,C00703975
Delaware,1193,SurveyMonkey,D-,348.0,rv,Online,8/31/2020,False,Trump,REP,32.57,C00580100
Washington DC,1193,SurveyMonkey,D-,252.0,lv,Online,8/31/2020,False,Biden,DEM,83.0,C00703975
Washington DC,1193,SurveyMonkey,D-,252.0,lv,Online,8/31/2020,False,Trump,REP,16.0,C00580100
Washington DC,1193,SurveyMonkey,D-,252.0,rv,Online,8/31/2020,False,Biden,DEM,81.39,C00703975
Washington DC,1193,SurveyMonkey,D-,252.0,rv,Online,8/31/2020,False,Trump,REP,16.46,C00580100
Connecticut,1193,SurveyMonkey,D-,1009.0,lv,Online,8/31/2020,False,Biden,DEM,64.0,C00703975
Connecticut,1193,SurveyMonkey,D-,1009.0,lv,Online,8/31/2020,False,Trump,REP,35.0,C00580100
Connecticut,1193,SurveyMonkey,D-,1009.0,rv,Online,8/31/2020,False,Biden,DEM,64.06,C00703975
Connecticut,1193,SurveyMonkey,D-,1009.0,rv,Online,8/31/2020,False,Trump,REP,33.99,C00580100
Colorado,1193,SurveyMonkey,D-,2385.0,lv,Online,8/31/2020,False,Biden,DEM,57.0,C00703975
Colorado,1193,SurveyMonkey,D-,2385.0,lv,Online,8/31/2020,False,Trump,REP,41.0,C00580100
Colorado,1193,SurveyMonkey,D-,2385.0,rv,Online,8/31/2020,False,Biden,DEM,55.94,C00703975
Colorado,1193,SurveyMonkey,D-,2385.0,rv,Online,8/31/2020,False,Trump,REP,41.63,C00580100
California,1193,SurveyMonkey,D-,17537.0,lv,Online,8/31/2020,False,Biden,DEM,63.0,C00703975
California,1193,SurveyMonkey,D-,17537.0,lv,Online,8/31/2020,False,Trump,REP,35.0,C00580100
California,1193,SurveyMonkey,D-,17537.0,rv,Online,8/31/2020,False,Biden,DEM,63.28,C00703975
California,1193,SurveyMonkey,D-,17537.0,rv,Online,8/31/2020,False,Trump,REP,33.45,C00580100
Arizona,1193,SurveyMonkey,D-,6456.0,lv,Online,8/31/2020,False,Biden,DEM,47.0,C00703975
Arizona,1193,SurveyMonkey,D-,6456.0,lv,Online,8/31/2020,False,Trump,REP,52.0,C00580100
Arizona,1193,SurveyMonkey,D-,6456.0,rv,Online,8/31/2020,False,Biden,DEM,47.85,C00703975
Arizona,1193,SurveyMonkey,D-,6456.0,rv,Online,8/31/2020,False,Trump,REP,49.89,C00580100
Arkansas,1193,SurveyMonkey,D-,689.0,lv,Online,8/31/2020,False,Biden,DEM,32.0,C00703975
Arkansas,1193,SurveyMonkey,D-,689.0,lv,Online,8/31/2020,False,Trump,REP,67.0,C00580100
Arkansas,1193,SurveyMonkey,D-,689.0,rv,Online,8/31/2020,False,Biden,DEM,33.8,C00703975
Arkansas,1193,SurveyMonkey,D-,689.0,rv,Online,8/31/2020,False,Trump,REP,64.95,C00580100
Alabama,1193,SurveyMonkey,D-,1220.0,lv,Online,8/31/2020,False,Biden,DEM,33.0,C00703975
Alabama,1193,SurveyMonkey,D-,1220.0,lv,Online,8/31/2020,False,Trump,REP,65.0,C00580100
Alabama,1193,SurveyMonkey,D-,1220.0,rv,Online,8/31/2020,False,Biden,DEM,36.69,C00703975
Alabama,1193,SurveyMonkey,D-,1220.0,rv,Online,8/31/2020,False,Trump,REP,60.1,C00580100
Alaska,1193,SurveyMonkey,D-,472.0,lv,Online,8/31/2020,False,Biden,DEM,42.0,C00703975
Alaska,1193,SurveyMonkey,D-,472.0,lv,Online,8/31/2020,False,Trump,REP,57.0,C00580100
Alaska,1193,SurveyMonkey,D-,472.0,rv,Online,8/31/2020,False,Biden,DEM,42.33,C00703975
Alaska,1193,SurveyMonkey,D-,472.0,rv,Online,8/31/2020,False,Trump,REP,56.34,C00580100
North Carolina,1516,East Carolina University,B/C,1101.0,lv,IVR/Online,8/30/2020,False,Biden,DEM,46.6,C00703975
North Carolina,1516,East Carolina University,B/C,1101.0,lv,IVR/Online,8/30/2020,False,Trump,REP,48.7,C00580100
Mississippi,1571,The Tyson Group,B/C,600.0,lv,Live Phone,8/30/2020,False,Biden,DEM,40.0,C00703975
Mississippi,1571,The Tyson Group,B/C,600.0,lv,Live Phone,8/30/2020,False,Trump,REP,50.0,C00580100
Arizona,1189,Morning Consult,B/C,943.0,lv,Online,8/30/2020,False,Biden,DEM,52.0,C00703975
Arizona,1189,Morning Consult,B/C,943.0,lv,Online,8/30/2020,False,Trump,REP,42.0,C00580100
Georgia,1189,Morning Consult,B/C,1392.0,lv,Online,8/30/2020,False,Biden,DEM,49.0,C00703975
Georgia,1189,Morning Consult,B/C,1392.0,lv,Online,8/30/2020,False,Trump,REP,46.0,C00580100
Michigan,1189,Morning Consult,B/C,1424.0,lv,Online,8/30/2020,False,Biden,DEM,52.0,C00703975
Michigan,1189,Morning Consult,B/C,1424.0,lv,Online,8/30/2020,False,Trump,REP,42.0,C00580100
Wisconsin,1189,Morning Consult,B/C,811.0,lv,Online,8/30/2020,False,Biden,DEM,52.0,C00703975
Wisconsin,1189,Morning Consult,B/C,811.0,lv,Online,8/30/2020,False,Trump,REP,43.0,C00580100
Colorado,1189,Morning Consult,B/C,638.0,lv,Online,8/30/2020,False,Biden,DEM,51.0,C00703975
Colorado,1189,Morning Consult,B/C,638.0,lv,Online,8/30/2020,False,Trump,REP,41.0,C00580100
Texas,1189,Morning Consult,B/C,2632.0,lv,Online,8/30/2020,False,Biden,DEM,47.0,C00703975
Texas,1189,Morning Consult,B/C,2632.0,lv,Online,8/30/2020,False,Trump,REP,48.0,C00580100
Minnesota,1189,Morning Consult,B/C,647.0,lv,Online,8/30/2020,False,Biden,DEM,50.0,C00703975
Minnesota,1189,Morning Consult,B/C,647.0,lv,Online,8/30/2020,False,Trump,REP,43.0,C00580100
Ohio,1189,Morning Consult,B/C,1811.0,lv,Online,8/30/2020,False,Biden,DEM,45.0,C00703975
Ohio,1189,Morning Consult,B/C,1811.0,lv,Online,8/30/2020,False,Trump,REP,50.0,C00580100
North Carolina,1189,Morning Consult,B/C,1567.0,lv,Online,8/30/2020,False,Biden,DEM,49.0,C00703975
North Carolina,1189,Morning Consult,B/C,1567.0,lv,Online,8/30/2020,False,Trump,REP,47.0,C00580100
Pennsylvania,1189,Morning Consult,B/C,2158.0,lv,Online,8/30/2020,False,Biden,DEM,49.0,C00703975
Pennsylvania,1189,Morning Consult,B/C,2158.0,lv,Online,8/30/2020,False,Trump,REP,45.0,C00580100
Florida,1189,Morning Consult,B/C,3790.0,lv,Online,8/30/2020,False,Biden,DEM,49.0,C00703975
Florida,1189,Morning Consult,B/C,3790.0,lv,Online,8/30/2020,False,Trump,REP,47.0,C00580100
Nevada,1613,"University of Nevada, Las Vegas",,682.0,lv,Online,8/30/2020,False,Biden,DEM,44.0,C00703975
Nevada,1613,"University of Nevada, Las Vegas",,682.0,lv,Online,8/30/2020,False,Trump,REP,38.6,C00580100
Georgia,1416,Harris Insights & Analytics,C,1616.0,rv,Online,8/30/2020,False,Biden,DEM,52.24,C00703975
Georgia,1416,Harris Insights & Analytics,C,1616.0,rv,Online,8/30/2020,False,Trump,REP,46.02,C00580100
Michigan,383,Public Policy Polling,B,897.0,v,IVR/Text,8/29/2020,False,Biden,DEM,48.0,C00703975
Michigan,383,Public Policy Polling,B,897.0,v,IVR/Text,8/29/2020,False,Trump,REP,44.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/29/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/29/2020,False,Trump,REP,43.0,C00580100
Missouri,1250,Trafalgar Group,C-,1015.0,lv,IVR/Online/Text,8/28/2020,False,Biden,DEM,41.2,C00703975
Missouri,1250,Trafalgar Group,C-,1015.0,lv,IVR/Online/Text,8/28/2020,False,Trump,REP,51.9,C00580100
Maine,1616,LOC Wick,,400.0,lv,IVR/Online,8/28/2020,False,Biden,DEM,47.5,C00703975
Maine,1616,LOC Wick,,400.0,lv,IVR/Online,8/28/2020,False,Trump,REP,49.25,C00580100
Wisconsin,1559,Opinium,,700.0,lv,Online,8/28/2020,False,Biden,DEM,53.45,C00703975
Wisconsin,1559,Opinium,,700.0,lv,Online,8/28/2020,False,Trump,REP,39.99,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/28/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/28/2020,False,Trump,REP,42.0,C00580100
Massachusetts,1102,Emerson College,A-,763.0,lv,IVR/Online/Text,8/27/2020,False,Biden,DEM,69.44,C00703975
Massachusetts,1102,Emerson College,A-,763.0,lv,IVR/Online/Text,8/27/2020,False,Trump,REP,30.56,C00580100
Pennsylvania,399,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,IVR/Online,8/27/2020,False,Biden,DEM,47.82,C00703975
Pennsylvania,399,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,IVR/Online,8/27/2020,False,Trump,REP,48.15,C00580100
Montana,1307,Expedition Strategies,,400.0,lv,Live Phone,8/27/2020,False,Biden,DEM,44.0,C00703975
Montana,1307,Expedition Strategies,,400.0,lv,Live Phone,8/27/2020,False,Trump,REP,48.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/27/2020,False,Biden,DEM,52.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/27/2020,False,Trump,REP,42.0,C00580100
Florida,1559,Opinium,,684.0,lv,Online,8/26/2020,False,Biden,DEM,50.4,C00703975
Florida,1559,Opinium,,684.0,lv,Online,8/26/2020,False,Trump,REP,43.1,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/26/2020,False,Biden,DEM,52.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/26/2020,False,Trump,REP,42.0,C00580100
Georgia,383,Public Policy Polling,B,782.0,v,IVR/Text,8/25/2020,False,Biden,DEM,47.0,C00703975
Georgia,383,Public Policy Polling,B,782.0,v,IVR/Text,8/25/2020,False,Trump,REP,46.0,C00580100
Texas,1515,Data for Progress,B-,2295.0,lv,Online,8/25/2020,False,Biden,DEM,48.0,C00703975
Texas,1515,Data for Progress,B-,2295.0,lv,Online,8/25/2020,False,Trump,REP,45.0,C00580100
Texas,1571,The Tyson Group,B/C,906.0,lv,Live Phone,8/25/2020,False,Biden,DEM,48.0,C00703975
Texas,1571,The Tyson Group,B/C,906.0,lv,Live Phone,8/25/2020,False,Trump,REP,44.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/25/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/25/2020,False,Trump,REP,42.0,C00580100
California,1237,David Binder Research,B/C,800.0,lv,Live Phone/Online,8/24/2020,False,Biden,DEM,61.0,C00703975
California,1237,David Binder Research,B/C,800.0,lv,Live Phone/Online,8/24/2020,False,Trump,REP,31.0,C00580100
Pennsylvania,187,GQR Research (GQRR),B,500.0,lv,Live Phone,8/24/2020,False,Biden,DEM,52.0,C00703975
Pennsylvania,187,GQR Research (GQRR),B,500.0,lv,Live Phone,8/24/2020,False,Trump,REP,43.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/24/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/24/2020,False,Trump,REP,43.0,C00580100
Arizona,1365,Change Research,C-,344.0,lv,Online,8/23/2020,False,Biden,DEM,49.0,C00703975
Arizona,1365,Change Research,C-,344.0,lv,Online,8/23/2020,False,Trump,REP,47.0,C00580100
Florida,1365,Change Research,C-,1262.0,lv,Online,8/23/2020,False,Biden,DEM,49.0,C00703975
Florida,1365,Change Research,C-,1262.0,lv,Online,8/23/2020,False,Trump,REP,46.0,C00580100
Michigan,1365,Change Research,C-,809.0,lv,Online,8/23/2020,False,Biden,DEM,50.0,C00703975
Michigan,1365,Change Research,C-,809.0,lv,Online,8/23/2020,False,Trump,REP,44.0,C00580100
North Carolina,1365,Change Research,C-,560.0,lv,Online,8/23/2020,False,Biden,DEM,48.0,C00703975
North Carolina,1365,Change Research,C-,560.0,lv,Online,8/23/2020,False,Trump,REP,47.0,C00580100
Pennsylvania,1365,Change Research,C-,984.0,lv,Online,8/23/2020,False,Biden,DEM,49.0,C00703975
Pennsylvania,1365,Change Research,C-,984.0,lv,Online,8/23/2020,False,Trump,REP,46.0,C00580100
Wisconsin,1365,Change Research,C-,925.0,lv,Online,8/23/2020,False,Biden,DEM,49.0,C00703975
Wisconsin,1365,Change Research,C-,925.0,lv,Online,8/23/2020,False,Trump,REP,44.0,C00580100
Pennsylvania,1114,Franklin & Marshall College,B/C,681.0,rv,Live Phone/Online,8/23/2020,False,Biden,DEM,49.0,C00703975
Pennsylvania,1114,Franklin & Marshall College,B/C,681.0,rv,Live Phone/Online,8/23/2020,False,Trump,REP,42.0,C00580100
North Carolina,1189,Morning Consult,B/C,1541.0,lv,Online,8/23/2020,False,Biden,DEM,49.0,C00703975
North Carolina,1189,Morning Consult,B/C,1541.0,lv,Online,8/23/2020,False,Trump,REP,46.0,C00580100
Wisconsin,1250,Trafalgar Group,C-,1011.0,lv,IVR/Online/Text,8/23/2020,False,Biden,DEM,45.4,C00703975
Wisconsin,1250,Trafalgar Group,C-,1011.0,lv,IVR/Online/Text,8/23/2020,False,Trump,REP,46.2,C00580100
Michigan,1250,Trafalgar Group,C-,1048.0,lv,IVR/Online/Text,8/23/2020,False,Biden,DEM,45.2,C00703975
Michigan,1250,Trafalgar Group,C-,1048.0,lv,IVR/Online/Text,8/23/2020,False,Trump,REP,46.6,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/23/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/23/2020,False,Trump,REP,43.0,C00580100
Texas,383,Public Policy Polling,B,764.0,v,IVR/Text,8/22/2020,False,Biden,DEM,48.0,C00703975
Texas,383,Public Policy Polling,B,764.0,v,IVR/Text,8/22/2020,False,Trump,REP,47.0,C00580100
New York,383,Public Policy Polling,B,1029.0,v,IVR/Text,8/22/2020,False,Biden,DEM,63.0,C00703975
New York,383,Public Policy Polling,B,1029.0,v,IVR/Text,8/22/2020,False,Trump,REP,32.0,C00580100
Florida,383,Public Policy Polling,B,671.0,v,IVR/Text,8/22/2020,False,Biden,DEM,48.0,C00703975
Florida,383,Public Policy Polling,B,671.0,v,IVR/Text,8/22/2020,False,Trump,REP,44.0,C00580100
Delaware,383,Public Policy Polling,B,710.0,v,IVR/Text,8/22/2020,False,Biden,DEM,58.0,C00703975
Delaware,383,Public Policy Polling,B,710.0,v,IVR/Text,8/22/2020,False,Trump,REP,37.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/22/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/22/2020,False,Trump,REP,44.0,C00580100
Virginia,415,Roanoke College,B/C,566.0,lv,Live Phone,8/22/2020,False,Biden,DEM,53.0,C00703975
Virginia,415,Roanoke College,B/C,566.0,lv,Live Phone,8/22/2020,False,Trump,REP,39.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/21/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/21/2020,False,Trump,REP,43.0,C00580100
Wisconsin,1558,Hodas & Associates,,600.0,lv,Live Phone,8/20/2020,False,Biden,DEM,51.91,C00703975
Wisconsin,1558,Hodas & Associates,,600.0,lv,Live Phone,8/20/2020,False,Trump,REP,43.7,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/20/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/20/2020,False,Trump,REP,43.0,C00580100
Alabama,1571,The Tyson Group,B/C,600.0,lv,Live Phone,8/19/2020,False,Biden,DEM,44.0,C00703975
Alabama,1571,The Tyson Group,B/C,600.0,lv,Live Phone,8/19/2020,False,Trump,REP,48.0,C00580100
Wisconsin,1562,Redfield & Wilton Strategies,,672.0,lv,Online,8/19/2020,False,Biden,DEM,49.0,C00703975
Wisconsin,1562,Redfield & Wilton Strategies,,672.0,lv,Online,8/19/2020,False,Trump,REP,39.0,C00580100
Pennsylvania,178,Global Strategy Group,B/C,801.0,rv,Online,8/19/2020,False,Biden,DEM,50.0,C00703975
Pennsylvania,178,Global Strategy Group,B/C,801.0,rv,Online,8/19/2020,False,Trump,REP,42.0,C00580100
Pennsylvania,178,Global Strategy Group,B/C,801.0,rv,Online,8/19/2020,False,Biden,DEM,53.0,C00703975
Pennsylvania,178,Global Strategy Group,B/C,801.0,rv,Online,8/19/2020,False,Trump,REP,43.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/19/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/19/2020,False,Trump,REP,42.0,C00580100
Arizona,1562,Redfield & Wilton Strategies,,856.0,lv,Online,8/18/2020,False,Biden,DEM,47.0,C00703975
Arizona,1562,Redfield & Wilton Strategies,,856.0,lv,Online,8/18/2020,False,Trump,REP,38.0,C00580100
Michigan,1562,Redfield & Wilton Strategies,,812.0,lv,Online,8/18/2020,False,Biden,DEM,50.0,C00703975
Michigan,1562,Redfield & Wilton Strategies,,812.0,lv,Online,8/18/2020,False,Trump,REP,38.0,C00580100
Minnesota,1250,Trafalgar Group,C-,1141.0,lv,IVR/Online/Text,8/18/2020,False,Biden,DEM,46.9,C00703975
Minnesota,1250,Trafalgar Group,C-,1141.0,lv,IVR/Online/Text,8/18/2020,False,Trump,REP,46.5,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/18/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/18/2020,False,Trump,REP,43.0,C00580100
North Carolina,1562,Redfield & Wilton Strategies,,967.0,lv,Online,8/17/2020,False,Biden,DEM,44.0,C00703975
North Carolina,1562,Redfield & Wilton Strategies,,967.0,lv,Online,8/17/2020,False,Trump,REP,46.0,C00580100
Pennsylvania,1562,Redfield & Wilton Strategies,,1006.0,lv,Online,8/17/2020,False,Biden,DEM,48.0,C00703975
Pennsylvania,1562,Redfield & Wilton Strategies,,1006.0,lv,Online,8/17/2020,False,Trump,REP,41.0,C00580100
New Hampshire,446,Saint Anselm College,,1042.0,rv,Online,8/17/2020,False,Biden,DEM,51.0,C00703975
New Hampshire,446,Saint Anselm College,,1042.0,rv,Online,8/17/2020,False,Trump,REP,43.0,C00580100
Michigan,1447,Civiqs,B/C,631.0,rv,Online,8/17/2020,False,Biden,DEM,49.0,C00703975
Michigan,1447,Civiqs,B/C,631.0,rv,Online,8/17/2020,False,Trump,REP,46.0,C00580100
Ohio,1447,Civiqs,B/C,637.0,rv,Online,8/17/2020,False,Biden,DEM,47.0,C00703975
Ohio,1447,Civiqs,B/C,637.0,rv,Online,8/17/2020,False,Trump,REP,47.0,C00580100
Pennsylvania,1447,Civiqs,B/C,617.0,rv,Online,8/17/2020,False,Biden,DEM,51.0,C00703975
Pennsylvania,1447,Civiqs,B/C,617.0,rv,Online,8/17/2020,False,Trump,REP,44.0,C00580100
Wisconsin,1447,Civiqs,B/C,754.0,rv,Online,8/17/2020,False,Biden,DEM,51.0,C00703975
Wisconsin,1447,Civiqs,B/C,754.0,rv,Online,8/17/2020,False,Trump,REP,45.0,C00580100
Louisiana,1250,Trafalgar Group,C-,1002.0,lv,IVR/Online/Text,8/17/2020,False,Biden,DEM,37.9,C00703975
Louisiana,1250,Trafalgar Group,C-,1002.0,lv,IVR/Online/Text,8/17/2020,False,Trump,REP,54.3,C00580100
Pennsylvania,329,Muhlenberg College,A+,416.0,lv,Live Phone,8/17/2020,False,Biden,DEM,49.0,C00703975
Pennsylvania,329,Muhlenberg College,A+,416.0,lv,Live Phone,8/17/2020,False,Trump,REP,45.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/17/2020,False,Biden,DEM,48.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/17/2020,False,Trump,REP,45.0,C00580100
Florida,1562,Redfield & Wilton Strategies,,1280.0,lv,Online,8/16/2020,False,Biden,DEM,49.0,C00703975
Florida,1562,Redfield & Wilton Strategies,,1280.0,lv,Online,8/16/2020,False,Trump,REP,41.0,C00580100
Wisconsin,1189,Morning Consult,B/C,788.0,lv,Online,8/16/2020,False,Biden,DEM,49.0,C00703975
Wisconsin,1189,Morning Consult,B/C,788.0,lv,Online,8/16/2020,False,Trump,REP,43.0,C00580100
Arizona,1189,Morning Consult,B/C,947.0,lv,Online,8/16/2020,False,Biden,DEM,45.0,C00703975
Arizona,1189,Morning Consult,B/C,947.0,lv,Online,8/16/2020,False,Trump,REP,47.0,C00580100
Georgia,1189,Morning Consult,B/C,1265.0,lv,Online,8/16/2020,False,Biden,DEM,46.0,C00703975
Georgia,1189,Morning Consult,B/C,1265.0,lv,Online,8/16/2020,False,Trump,REP,47.0,C00580100
Michigan,1189,Morning Consult,B/C,1212.0,lv,Online,8/16/2020,False,Biden,DEM,50.0,C00703975
Michigan,1189,Morning Consult,B/C,1212.0,lv,Online,8/16/2020,False,Trump,REP,44.0,C00580100
Colorado,1189,Morning Consult,B/C,601.0,lv,Online,8/16/2020,False,Biden,DEM,51.0,C00703975
Colorado,1189,Morning Consult,B/C,601.0,lv,Online,8/16/2020,False,Trump,REP,41.0,C00580100
Texas,1189,Morning Consult,B/C,2559.0,lv,Online,8/16/2020,False,Biden,DEM,46.0,C00703975
Texas,1189,Morning Consult,B/C,2559.0,lv,Online,8/16/2020,False,Trump,REP,47.0,C00580100
Minnesota,1189,Morning Consult,B/C,615.0,lv,Online,8/16/2020,False,Biden,DEM,50.0,C00703975
Minnesota,1189,Morning Consult,B/C,615.0,lv,Online,8/16/2020,False,Trump,REP,42.0,C00580100
Ohio,1189,Morning Consult,B/C,1744.0,lv,Online,8/16/2020,False,Biden,DEM,45.0,C00703975
Ohio,1189,Morning Consult,B/C,1744.0,lv,Online,8/16/2020,False,Trump,REP,49.0,C00580100
North Carolina,1189,Morning Consult,B/C,1493.0,lv,Online,8/16/2020,False,Biden,DEM,49.0,C00703975
North Carolina,1189,Morning Consult,B/C,1493.0,lv,Online,8/16/2020,False,Trump,REP,46.0,C00580100
Pennsylvania,1189,Morning Consult,B/C,1777.0,lv,Online,8/16/2020,False,Biden,DEM,50.0,C00703975
Pennsylvania,1189,Morning Consult,B/C,1777.0,lv,Online,8/16/2020,False,Trump,REP,44.0,C00580100
Florida,1189,Morning Consult,B/C,3484.0,lv,Online,8/16/2020,False,Biden,DEM,50.0,C00703975
Florida,1189,Morning Consult,B/C,3484.0,lv,Online,8/16/2020,False,Trump,REP,45.0,C00580100
Georgia,262,Landmark Communications,B,500.0,lv,IVR/Live Phone,8/15/2020,False,Biden,DEM,44.5,C00703975
Georgia,262,Landmark Communications,B,500.0,lv,IVR/Live Phone,8/15/2020,False,Trump,REP,47.4,C00580100
Michigan,1558,Hodas & Associates,,600.0,lv,Live Phone,8/15/2020,False,Biden,DEM,52.27,C00703975
Michigan,1558,Hodas & Associates,,600.0,lv,Live Phone,8/15/2020,False,Trump,REP,40.93,C00580100
Florida,1571,The Tyson Group,B/C,750.0,lv,Live Phone,8/15/2020,False,Biden,DEM,46.0,C00703975
Florida,1571,The Tyson Group,B/C,750.0,lv,Live Phone,8/15/2020,False,Trump,REP,44.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/15/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/15/2020,False,Trump,REP,43.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/14/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/14/2020,False,Trump,REP,43.0,C00580100
North Carolina,1516,East Carolina University,B/C,1255.0,rv,IVR/Online,8/13/2020,False,Biden,DEM,46.5,C00703975
North Carolina,1516,East Carolina University,B/C,1255.0,rv,IVR/Online,8/13/2020,False,Trump,REP,46.9,C00580100
Texas,178,Global Strategy Group,B/C,700.0,lv,Live Phone/Online,8/13/2020,False,Biden,DEM,47.0,C00703975
Texas,178,Global Strategy Group,B/C,700.0,lv,Live Phone/Online,8/13/2020,False,Trump,REP,45.0,C00580100
New Jersey,1594,DKC Analytics,,500.0,lv,Live Phone,8/13/2020,False,Biden,DEM,52.0,C00703975
New Jersey,1594,DKC Analytics,,500.0,lv,Live Phone,8/13/2020,False,Trump,REP,33.0,C00580100
Texas,568,YouGov,B,846.0,rv,Online,8/13/2020,False,Biden,DEM,40.5,C00703975
Texas,568,YouGov,B,846.0,rv,Online,8/13/2020,False,Trump,REP,47.5,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/13/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/13/2020,False,Trump,REP,43.0,C00580100
California,460,SurveyUSA,A,500.0,a,Online,8/12/2020,False,Biden,DEM,56.0,C00703975
California,460,SurveyUSA,A,500.0,a,Online,8/12/2020,False,Trump,REP,28.0,C00580100
Louisiana,933,ALG Research,B/C,800.0,lv,Online,8/12/2020,False,Biden,DEM,43.0,C00703975
Louisiana,933,ALG Research,B/C,800.0,lv,Online,8/12/2020,False,Trump,REP,50.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/12/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/12/2020,False,Trump,REP,42.0,C00580100
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/11/2020,False,Biden,DEM,50.0,C00703975
Wisconsin,1189,Morning Consult,B/C,797.0,lv,Online,8/11/2020,False,Trump,REP,42.0,C00580100
